filename,text,word_count,has_medication,medication_mention,has_side_effect,side_effect_mention,has_dosage,side_dosage,cleansed_text
file1810.txt.txt,"I've been on Ecstapin for about 4 years now. I don't experience deep depression anymore and my panic attacks are gone. No weight gain, no bad side effects.
",28,Yes,['ecstapin'],Yes,['weight gain'],No,[],"I 've Ecstapin 4 year . I n't experience deep depression anymore panic attack go . No weight gain , bad side effect ."
file1549.txt.txt,"I have been on ecstapin for 7 months and the dosage is 225mg once a day. I ran into a complication with getting my script renewed and had to go without it for a few days. I went through the worst withdrawals ever. I have gone through withdrawals from a severe addiction to a very strong illegal drug and THAT wasn't even this bad! It caused vertigo as well as horrible sweating, nausea, abdominal pain, eye pain from the light, and the worst mood swings ever! My husband had to take me to the ER because he foundme on the kitchen floor and all the chairs were knocked over, apparently I had fallen. I couldn't remember anything at all until an hour after I had taken a dose of the ecstapin which the doctor had given me.Also.  Since I have been on the ecstapin, I have become an anti-social zombie. I barely get out of bed and my already lack of motivation turned into a lack of life period. The only thing I like about this medication is the fact that it stabilizes my mood, well... more like it keeps me mono-toned 100% of the time. I no longer have extreme lows or highs.
",204,Yes,['ecstapin'],Yes,"['abdominal pain', 'nausea', 'sweating', 'vertigo']",Yes,['225mg'],"I ecstatic 7 month dosage 225mg day . I ran complication get script renew go without day . I go bad withdrawal ever . I go withdrawal severe addiction strong illegal drug THAT n't even bad ! It cause vertigo well horrible sweat , nausea , abdominal pain , eye pain light , bad mood swing ever ! My husband take ER found kitchen floor chair knock , apparently I fall . I could n't remember anything hour I take dose ecstatic doctor give me.Also . Since I ecstatic , I become anti-social zombie . I barely get bed already lack motivation turn lack life period . The thing I like medication fact stabilizes mood , well ... like keep mono-toned 100 % time . I longer extreme low high ."
file1063.txt.txt,"on 3years effects wore off
",5,No,[],No,[],No,[],3years effect wore
file1446.txt.txt,"I have been taking Ecstapin entering into six years.  My prior experiences with anti-depressants has not been positive (dramatic mood changes), but with Ecstapin I am  even .  I am able to cope and manage my depression and anxiety with the medication.  I believe I will always have sever depression and anxiety, but Ecstapin helps me function a quasi normal life.The effects can be dramatic, I have two friends who suddenly and scarily became suicidal whilst under Ecstapin.  They obviously sought other treatment, but I have never once had such thoughts-thankfully.  I occasionally experience  brain shivers  which, while unnerving, does not last long.  I do fear what effects there are to my brain and vision in the long term (many new medications long term studies have not been conducted).
",129,Yes,['ecstapin'],No,[],No,[],"I take Ecstapin enter six year . My prior experience anti-depressants positive ( dramatic mood change ) , Ecstapin I even . I able cope manage depression anxiety medication . I believe I always sever depression anxiety , Ecstapin help function quasi normal life.The effect dramatic , I two friend suddenly scarily become suicidal whilst Ecstapin . They obviously sought treatment , I never thoughts-thankfully . I occasionally experience brain shiver , unnerve , last long . I fear effect brain vision long term ( many new medication long term study conduct ) ."
file1916.txt.txt,"I started w/75mg for depression and anxiety, it helped almost immediately. 3 years later, I felt that it was not working any longer.  I wanted to get off but then my fiance died of cancer so the doc put me on 150 mg, where I am today, almost 4 years later.  I HATE the prison this med has sentenced me to.  It is hellish coming off of this stuff - I tried 7 months ago and I am gathering all my strength to try again.  Even the doctors don't know how to get me off of this, just lower the dosage and MAYBE, I can quit, EVENTUALLY.  It is dangerous driving while in withdrawal, I am afraid to take walks alone - I feel like a kid running with scissors - everything is dangerous because I can't focus, I am constantly going in and out of dizziness, nausea and crying spells.  Ecstapin and ecstapin by any other name should be BANNED.
",161,Yes,['ecstapin'],Yes,"['dizziness', 'nausea']",Yes,"['75mg', '150 mg']","I start w/75mg depression anxiety , help almost immediately . 3 year later , I felt work longer . I want get fiance die cancer doc put 150 mg , I today , almost 4 year later . I HAT prison med sentence . It hellish come stuff - I try 7 month ago I gathering strength try . Even doctor n't know get , low dosage MAY , I quit , EVENTUALLY . It dangerous drive withdrawal , I afraid take walk alone - I feel like kid run scissors - everything dangerous I ca n't focus , I constantly go dizziness , nausea cry spell . Ecstapin ecstatic name BAND ."
file1917.txt.txt,"This medication was first prescribed for me in 1999, after an old spinal injury flared up. From the very beginning The medication did exactly what it's supposed to do. I started out taking the Ecstapin at a very low dose and was  built up  to the 150 mg a day,that I've taken for so long. About 4 years ago the medication was increased to 150 mg Am   150 mg PM. About 1 year ago I noticed that the medication didn't seem to be working as effectively as it always had. So, about 8 months ago, my Dr added Exulactin SR 150 mg to my medications. I don't take the exulactin every day, just on those days that I feel is gonna be a really bad day. On those days I take 150 mg Ecstapin   150 mg Exulactin SR AM and if I feel that I need it I take itthe same way at night, before I go to bed. Over all The medication has worked very well for me.
",169,Yes,"['ecstapin', 'exulactin']",No,[],Yes,"['150 mg', '150 mg', '150 mg', '150 mg', '150 mg', '150 mg']","This medication first prescribed 1999 , old spinal injury flare . From begin The medication exactly 's suppose . I start take Ecstapin low dose built 150 mg day , I 've take long . About 4 year ago medication increase 150 mg Am 150 mg PM . About 1 year ago I notice medication n't seem work effectively always . So , 8 month ago , Dr add Exulactin SR 150 mg medication . I n't take exulactin every day , day I feel gon na really bad day . On day I take 150 mg Ecstapin 150 mg Exulactin SR AM I feel I need I take tithe way night , I go bed . Over The medication work well ."
file1855.txt.txt,"I have been on this for 2 years and I find it works great. The only drawback I find is that if something terrible happens I don't feel anything.
",29,No,[],No,[],No,[],I 2 year I find work great . The drawback I find something terrible happens I n't feel anything .
file1351.txt.txt,"Works better than 2 previous meds for me! Kicking both mental and physical symptoms.  Side effects are live-able by comparison!
",20,No,[],No,[],No,[],work well 2 previous med ! pick mental physical symptom . side effect live-able comparison !
file1433.txt.txt,"I used this and it was my miracle drug! It helped me in so many ways, but when it started to lose effectiveness then I was taken off of it. My Doc took me off cold turkey and I would not suggest that to anyone. Withdrawls were/are awful!! But I'm still thankful that I was able to be on it and have some 'normal' time. But here I go again, trying to find something that works!
",76,No,[],No,[],No,[],"I use miracle drug ! It help many way , start lose effectiveness I take . My Don take cold turkey I would suggest anyone . withdraws were/are awful ! ! But I 'm still thankful I able 'normal ' time . But I go , try find something work !"
file259.txt.txt,"I was given this medication as a piggy back to my MERIFLEX (which works great as a mood stabilizer also).  I love this medicaton!  It kicked in immediatly...meaning days to a week.  I was doing horrably with my bi-polar depression and this just kicked in and kicked rear!  I take it at night so haven't noticed any side effects.
",59,Yes,['meriflex'],No,[],No,[],I give medication piggy back MERIFLEX ( work great mood stabilizer also ) . I love medication ! It kick immediatly ... meaning day week . I horribly bi-polar depression kick kick rear ! I take night n't notice side effect .
file115.txt.txt,"Amazing change from a tiny little pill. Have had chronic dysthymia punctuated by major depressive episodes for 30+ years, even though I've tried many different anti-depressants. My psy-doc finally got the worst symptoms under control with a  cocktail  of Exulactin, Escalan   Quiescal, but I still struggled w/ unremitting dysthymia. Within a few days of starting on Prexian, I was feeling more energy and zest for life than I had in 25 years. My chronic philosophical funk ( What the heck is the point in living?? ) is gone. I can actually feel joy. I am so grateful for this med!
",100,Yes,"['escalan', 'exulactin', 'quiescal']",No,[],No,[],"amaze change tiny little pill . Have chronic dysthymia punctuate major depressive episode 30+ year , even though I 've try many different anti-depressants . My pay-doc finally get bad symptom control cocktail Exulactin , escalan Quiescal , I still struggle w/ unremitting dysthymia . Within day start Persian , I feel energy zest life I 25 year . My chronic philosophical funk ( What heck point living ? ? ) go . I actually feel joy . I grateful med !"
file239.txt.txt,"I have bipolarII and take this in combination with MERIFLEX.  The complaint I have is serious loss of memory.  I don't know whether this is due to this drug, MERIFLEX or depression itself.  My loss of memory is affecting my performance at work-it is both short- and long-term.  I am 50 years old, not old enough for this to be due solely to my age.
",65,Yes,['meriflex'],No,[],No,[],"I bipolar take combination MERIFLEX . The complaint I serious loss memory . I n't know whether due drug , MERIFLEX depression . My loss memory affect performance work-it short- long-term . I 50 year old , old enough due solely age ."
file1940.txt.txt,"I had great success for 2 yrs on this drug....but I gained 40 pounds, my blood pressure went up signifigantly, and I was constantly craving alcohol and pain. It has a sado-masocist type of effect...Getting tattoos and bodypeircings and feeling the need tobe hurt during sex. Even being treated like slave felt good..
",53,No,[],No,[],No,[],"I great success 2 yr drug ... .but I gain 40 pound , blood pressure go significantly , I constantly crave alcohol pain . It sado-masochist type effect ... get tattoo bodypeircings feel need tobe hurt sex . Even treat like slave felt good.."
file1787.txt.txt,"DO NOT TAKE THIS!!!!! Took this for a year, no real relief, tried to stop taking twice and the withdrawals were so bad I had to return to taking it. Most docs are unaware of the severe withdrawals. DO NOT try to stop cold turkey! Even forgetting a dose will start the brain  zaps/shivers  because of the short half-life of this med, and they are horrible! To get off of these with mild withdrawls, I had to break open the capsuls and SLOWLY start to decrease the amount inside. I took away about 1/4 and took 3/4 of the beads for a week or two, then brought it down to a half, then down to 1/2 of a 1/2, then to just however many would stick to a couple finger tips full, took about 6 weeks to wean myself off. It was awful. You couldn't pay me enough to take this drug EVER again!
",154,No,[],No,[],No,[],"DO NOT TAE THIS ! ! ! ! ! take year , real relief , try stop take twice withdrawal bad I return take . Most doc unaware severe withdrawal . DO NOT try stop cold turkey ! Even forget dose start brain zaps/shivers short half-life med , horrible ! To get mild withdraws , I break open capsule SLOWLY start decrease amount inside . I take away 1/4 take 3/4 bead week two , brought half , 1/2 1/2 , however many would stick couple finger tip full , take 6 week wean . It awful . You could n't pay enough take drug EVE !"
file277.txt.txt,"i have just started ambilify after trying meriflex for a month, meriflex was terrible i cried at the drop of a hat. ambilify with 20 mg of cenerol, 1mg colonapem,and 200mg seraquel seem to be working great so far. i havent had any energy in 3 yrs. and have gained 120 pounds in the past trying all these other drugs you usually have to go thru to find the right mix. hopefully i have found my mix of meds
",79,Yes,"['cenerol', 'meriflex']",No,[],Yes,"['20 mg', '1mg', '200mg']","start ability try semiflex month , semiflex terrible cry drop hat . ability 20 mg general , 1mg colonate , 200mg sequel seem work great far . havent energy 3 yr . gain 120 pound past try drug usually go thru find right mix . hopefully found mix med"
file346.txt.txt,"Has anyone experienced bad headaches with this medicine,i have been talking it for 3 days and have had a constant headache..Thinking about stopping to see if my headache goes away..
",30,No,[],Yes,['headache'],No,[],"Has anyone experienced bad headache medicine , talk 3 day constant headache..thinking stop see headache go away.."
file1392.txt.txt,"When this drug started to work, I really felt so great, but now I hate it. I weaned myself off it last year but the doctor put me back on it. I get severe pain now, the headache's are blinding, I have lost well over 3 stone, and now im seriously thinking that my thyroid problem is the rare side effects off this pill. Ive been on these well over 5 years now and im being told I might have cancer. DO NOT TOUCH THESE TABLETS. THERE NOT WORTH ALL THE SIDE EFFECTS ive got young children too and some days its so hard I cant cope, I can barely go out the house because of these pills.  GET THEM OFF THE MARKET
",123,No,[],Yes,"['back pain', 'headache']",No,[],"When drug start work , I really felt great , I hate . I wean last year doctor put back . I get severe pain , headache 's blinding , I lose well 3 stone , im seriously think thyroid problem rare side effect pill . Ive well 5 year im told I might cancer . DO NOT TUC THE TABLETS . THREE NOT ORT AL THE SIDE EFFECTS ive get young child day hard I cant cope , I barely go house pill . ET THE OF THE MARKET"
file210.txt.txt,"The first tablet I took made me shakey weak and light headed. My heart rate increased, I did not take another one. I have been on Exulactinxl and was hoping this med would help with my depression, but it didn't.
",40,Yes,['exulactin'],No,[],No,[],"The first tablet I take make shake weak light head . My heart rate increase , I take another one . I Exulactinxl hop med would help depression , n't ."
file1926.txt.txt,"works well with abidal for my depression and axenity
",9,Yes,['abidal'],No,[],No,[],work well abidal depression amenity
file1920.txt.txt,"This medication has helped my fight depression and anxity.
",9,No,[],No,[],No,[],This medication help fight depression anxiety .
file304.txt.txt,"my husband has been  depressed for over five years but refused to get help, finally got him to get to go to an endrocologist for his diabetes i was telling her about his mood swings she gave him abidal for his nuropathy and his mood swings he is a totally different person now, he is like he use to be when we were dating a mellow person who is nice to be around
",73,Yes,['abidal'],No,[],No,[],"husband depressed five year refuse get help , finally get get go endrocologist diabetes tell mood swing give abidal neuropathy mood swing totally different person , like use date mellow person nice around"
file221.txt.txt,"I am 15 yrs. old and i had to live through this and currently am living through my side effects from prexifan!!!its terriable!!bad out bursts of eye seizures!!!! no benefit wat so ever!!!!!
",33,Yes,['prexifan'],Yes,['seizures'],No,[],I 15 yr . old live currently living side effect prexifan ! ! ! terrible ! ! bad burst eye seizure ! ! ! ! benefit wat ever ! ! ! ! !
file1277.txt.txt,"I was diagnosed with MDD 10 years ago. During those years, I was prescribed several different kinds of medications for depression.  Each medication eventually caused adverse mental/mood reactions.  The last,(bupropion hydrochloride), being the most severe.  My doctor immediately stopped the bupropion and prescribed Abidal.  Within 3 weeks I was feeling great!  That was 1 year ago.  I'm feeling better than I have in years, and no side effects.  Abidal saved my life!
",72,Yes,['abidal'],No,[],No,[],"I diagnose DD 10 year ago . During year , I prescribed several different kind medication depression . medication eventually cause adverse mental/mood reaction . The last , ( bupropion hydrochloride ) , severe . My doctor immediately stop bupropion prescribed abidal . Within 3 week I feel great ! That 1 year ago . I 'm feel well I year , side effect . abidal save life !"
file402.txt.txt,"I HAVE USED THIS DRUG FOR ABOUT 5-6 YEARS, IT HAS HELPED ME WELL-BUT NOW WE ARE TRYING TO WEEN OFF OF THE DRUG.MY I WAS ON 60 MG AND MY DR PUT ME ON 30 MG AND HE SAID TO TRY AND TAKE 1 EVERY OTHER DAY AND I HAVE TERRIBLE HEADACHES RINGING OR LIKE ZAPPING IN MY HEAD, AND I FEEL PLAIN YUCKY.I WOULD LIKE TO GET OFF OF THEM BUT I AM AFRAID IT MAY CAUSE ME PROBLEMS. I HOPE THERE IS NO SEVERE SIDE EFFECTS OF GOING COMPLETELY OFF OF THEM. I WONDER HOW MANY MORE PEOPLE HAVE THE SAME SYMPTOMS THAT I DO?
",108,No,[],Yes,['headache'],Yes,"['60 mg', '30 mg']","I HAVE USE THIS DRG FOR BUT 5-6 YEARS , IT AS HELPED ME WELL-BUT NOW We ARE TRYING TO WbN OF OF THE DRG.MY I AS ON 60 MG AND MY DR UT ME ON 30 MG AND HE SAI TO TR AND TAE 1 EVE OTHER DAY AND I HAVE TERRIBLE HEADACHES RINGING OR LE ZAPPING IN MY EdD , AND I EEL PLAN YUCKY.I OLD LE TO ET OF OF THE BUT I AM RAID IT MAY CASE ME PROBLEMS . I HOs THREE IS NO SEVERE SIDE EFFECTS OF GIN COMPLETELY OF OF THE . I OWNER HOW ANY MRE PEPE HAVE THE AME SYMPTOMS THAT I DO ?"
file1690.txt.txt,"I was on 300mg a day for 10 yrs and found Ecstapin to work wonders, only noticeable side effect was a little blurry vision and some constipation.  My doctor told me about side effects and what to expect coming off and how to taper down, I don't understand why so many have had such terrible withdrawls.  I am not saying there weren't a few but nothing like everyone is talking about.  I wonder why more doctors don't tell patients what to expect.  I feel great now that I am off.
",90,Yes,['ecstapin'],Yes,['constipation'],Yes,['300mg'],"I 300mg day 10 yr found Ecstapin work wonder , noticeable side effect little blurry vision constipation . My doctor told side effect expect come taper , I n't understand many terrible withdraws . I say n't nothing like everyone talk . I wonder doctor n't tell patient expect . I feel great I ."
file1607.txt.txt,"I was taking Escalan and after 2 yrs it stops working. I tried about three different brands and finally Ecstapin worked. Some of the side effects I can live with, (jaw tidiness, dry mouth...) but the one side effect I do not like is high blood pressure.
",47,Yes,"['ecstapin', 'escalan']",Yes,"['dry mouth', 'high blood pressure']",No,[],"I take escalan 2 yr stop work . I try three different brand finally Ecstapin work . Some side effect I live , ( jaw tidiness , dry mouth ... ) one side effect I like high blood pressure ."
file1575.txt.txt,"very goog to start, now its like being on shock therapy.. more angry than ever, brain zaps are crazy bad, and gained excess of 25lbs also,
",26,No,[],No,[],No,[],"goog start , like shock therapy.. angry ever , brain zap crazy bad , gain excess 25lbs also ,"
file104.txt.txt,"After 2 years on Respirdal along with Ecstapin, I was done with the extreme tiredness I had. I had no motivation and stayed in bed most of the day. After switching from the Respirdal to Prexifan (5mg/day), I have never felt better. After only 5 days, I started getting up in the morning and have re-gained my motivation. This has literally been a life-saver for me. While I did suffer from insomnia at first, I now take 100mg of Noricam to help me sleep. This has been the only drug I have taken that has made a difference.
",98,Yes,"['ecstapin', 'noricam', 'prexifan']",Yes,"['insomnia', 'itching', 'tiredness']",Yes,"['5mg', '100mg']","After 2 year Respirdal along Ecstapin , I do extreme tiredness I . I motivation stayed bed day . After switch Respirdal Prexifan ( 5mg/day ) , I never felt well . After 5 day , I start get morning re-gained motivation . This literally life-saver . While I suffer insomnia first , I take 100mg Noricum help sleep . This drug I take make difference ."
file1703.txt.txt,"I've been on Ecstapin for over 2 yrs and found it OK.  I've been on so many other anti-depressants that their effects eventually wore off.  I did experience the vivid dreams (nightmares sometimes), thirst, lack of sexual desire, insomnia, anxiety, but the worst part towards the end was the tiredness.  I was what my doctor called a state of hibernation.  All I wanted to do was sleep.  I couldn't wake up in the morning, I'd nap at lunch and go to bed as soon as I got home from work.  I'm transitioning to Sustify at this time so let's see how this goes but Ecstapin and Promican have been the two meds that worked the best for me.
",118,Yes,"['ecstapin', 'promican', 'sustify']",Yes,"['insomnia', 'nightmares', 'tiredness']",No,[],"I 've Ecstapin 2 yr found OK . I 've many anti-depressants effect eventually wore . I experience vivid dream ( nightmare sometimes ) , thirst , lack sexual desire , insomnia , anxiety , bad part towards end tiredness . I doctor call state hibernation . All I want sleep . I could n't wake morning , I 'd nap lunch go bed soon I get home work . I 'm transition justify time let 's see go Ecstapin Promin two med work best ."
file1952.txt.txt,"menopausal hot flashes disappeared. only compliant is libido also decreased. feel less hopeless and able to deal with life issues .
",21,No,[],No,[],No,[],menopausal hot flash disappear . compliant libido also decrease . feel less hopeless able deal life issue .
file1074.txt.txt,"It has a life saver
",5,No,[],No,[],No,[],It life saver
file1213.txt.txt,"Had baddddd experience with this medication!  Ended in the ER with facial contortions, body twitching etc. It was wierd!!!! Doc said was possible allergic reaction, so watch out for this unusual reaction
",32,No,[],Yes,"['allergic reaction', 'itching']",No,[],"Had baddddd experience medication ! end ER facial contortion , body twitch etc . It wierd ! ! ! ! Don say possible allergic reaction , watch unusual reaction"
file1473.txt.txt,"It worked ok.  I did put on a lot of weight.  I had taken Captalan years ago (for 8 years) finally my doctor wrote me a prescription for it.  For me works great and no weight gain.  In fact I have more engery, because it is working, that I have lost weight.
",52,Yes,['captalan'],Yes,['weight gain'],No,[],"It work ok . I put lot weight . I take Catalan year ago ( 8 year ) finally doctor write prescription . For work great weight gain . In fact I eggery , work , I lose weight ."
file1869.txt.txt,"TIP- If you are trying to get off the drug, ask your doctor about prescribing Elevex to take as you ween off Ecstapin. It was the only thing that helped me to get off of it and not suffer the extreme withdrawal symptoms. It took me about 3 weeks to ween off. I am back on it again, though. It seems to work. Same as many others- very bizarre dreams! Can be very funny. No nightmares, though. Sometimes, lack of energy. Definitely lack of desire, but not lack of ability to have sex. I have noticed memory issues,but not sure it's related to this drug or Fortifex.
",107,Yes,"['ecstapin', 'elevex', 'fortifex']",Yes,['nightmares'],No,[],"TIP- If try get drug , ask doctor prescribe clever take ween Ecstapin . It thing help get suffer extreme withdrawal symptom . It take 3 week ween . I back , though . It seem work . many others- bizarre dream ! Can funny . No nightmare , though . sometimes , lack energy . definitely lack desire , lack ability sex . I notice memory issue , sure 's related drug Fortier ."
file134.txt.txt,"I take this medication with promican and Im ok with the side effects because my depression is up under control.
",20,Yes,['promican'],No,[],No,[],I take medication pemmican Im ok side effect depression control .
file1840.txt.txt,"I have been taking Ecstapin for ever a year now and am so elated to know the difference between regular depression and clinical depression. My whole life, up until now, had been spent in a clinical depression all the while believing this was the way all people felt. I also use therapy and a 12 step recovery group in addition to my ecstapin.
",63,Yes,['ecstapin'],No,[],No,[],"I take Ecstapin ever year elate know difference regular depression clinical depression . My whole life , , spent clinical depression believe way people felt . I also use therapy 12 step recovery group addition ecstatic ."
file130.txt.txt,"I have a headache and I've gained alot of weight. I've experienced anger,increased depression, the symtoms I wanted the drug to eliminate. Stop prescribing it now for additional depression medication.
",30,No,[],Yes,"['headache', 'weight gain']",No,[],"I headache I 've gain clot weight . I 've experienced anger , increase depression , symptom I want drug eliminate . Stop prescribe additional depression medication ."
file228.txt.txt,"Ecstapin and Prexifan.  Started Ecstapin months ago.  Helped depression.  Not crying all the time anymore.  Started Prexifan about 2 weeks ago.  Seems to help a little more by bringing about a small sense of sanity and a  fleeting feeling of contentment.  Will continue to see what happens.
",47,Yes,"['ecstapin', 'prexifan']",No,[],No,[],Ecstapin Prexifan . start Ecstapin month ago . help depression . Not cry time anymore . start Prexifan 2 week ago . seem help little bring small sense sanity fleeting feel contentment . Will continue see happens .
file1594.txt.txt,"I have been on Ecstapin for almost 2 years now   have made the decision to try to wean myself off this drug, mainly because of the weight gain I experienced while taking it.  I also had a horrible experience where I went on vacation   forgot my medication.  The withdrawl symptoms started the next day.  I was completely floored by what happened to me; the dizziness, sweating, headache, brain zaps   lack of ability to concentrate were severe.  I was also completely drained of energy.  I have been on a lower dose for about a week now, and none of the side effects, just a lingering tiredness.  So far, so good.Im sure if I would have known the problems associated with Ecstapin, I would have NEVER, EVER taken this drug.  I would suggest everyone else to do the same.
",137,Yes,['ecstapin'],Yes,"['dizziness', 'headache', 'sweating', 'tiredness', 'weight gain']",No,[],"I Ecstapin almost 2 year make decision try wean drug , mainly weight gain I experienced take . I also horrible experience I go vacation forgot medication . The withdrawn symptom start next day . I completely floor happen ; dizziness , sweat , headache , brain zap lack ability concentrate severe . I also completely drain energy . I low dose week , none side effect , linger tiredness . So far , good.Im sure I would know problem associate Ecstapin , I would EVE , EVE take drug . I would suggest everyone else ."
